id_venda,data,id_loja,categoria,unidades,receita_brl,nome_loja,regiao,uf,gerente
V00283,2026-05-21,101,Higiene,97,2710.66,Asa Norte,Centro-Oeste,DF,Marina Alves
V00284,2026-05-14,101,Higiene,84,2123.99,Asa Norte,Centro-Oeste,DF,Marina Alves
V00285,2026-05-10,101,Limpeza,48,883.43,Asa Norte,Centro-Oeste,DF,Marina Alves
V00286,2026-05-07,101,Limpeza,154,3481.03,Asa Norte,Centro-Oeste,DF,Marina Alves
V00287,2026-05-26,101,Mercearia,119,1768.86,Asa Norte,Centro-Oeste,DF,Marina Alves
V00288,2026-05-18,101,Mercearia,173,2398.55,Asa Norte,Centro-Oeste,DF,Marina Alves
V00289,2026-05-09,101,Padaria,97,1426.71,Asa Norte,Centro-Oeste,DF,Marina Alves
V00290,2026-05-08,101,Padaria,100,1358.26,Asa Norte,Centro-Oeste,DF,Marina Alves
V00291,2026-05-18,102,Bebidas,141,5527.15,Taguatinga,Centro-Oeste,DF,Bruno Sato
V00292,2026-05-14,102,Bebidas,83,2861.69,Taguatinga,Centro-Oeste,DF,Bruno Sato
V00293,2026-05-07,102,Higiene,98,2194.1,Taguatinga,Centro-Oeste,DF,Bruno Sato
V00294,2026-05-21,102,Higiene,147,4038.05,Taguatinga,Centro-Oeste,DF,Bruno Sato
V00295,2026-05-08,102,Limpeza,127,2325.81,Taguatinga,Centro-Oeste,DF,Bruno Sato
V00296,2026-05-08,102,Limpeza,128,2881.62,Taguatinga,Centro-Oeste,DF,Bruno Sato
V00297,2026-05-11,102,Mercearia,146,2042.73,Taguatinga,Centro-Oeste,DF,Bruno Sato
V00298,2026-05-13,102,Mercearia,127,1937.38,Taguatinga,Centro-Oeste,DF,Bruno Sato
V00299,2026-05-10,102,Padaria,70,807.91,Taguatinga,Centro-Oeste,DF,Bruno Sato
V00300,2026-05-16,102,Padaria,149,1748.63,Taguatinga,Centro-Oeste,DF,Bruno Sato
V00301,2026-05-27,103,Bebidas,71,2638.45,Moema,Sudeste,SP,Carla Nunes
V00302,2026-05-08,103,Bebidas,69,2511.1,Moema,Sudeste,SP,Carla Nunes
V00303,2026-05-10,103,Higiene,87,2323.59,Moema,Sudeste,SP,Carla Nunes
V00304,2026-05-16,103,Higiene,47,1310.39,Moema,Sudeste,SP,Carla Nunes
V00305,2026-05-08,103,Limpeza,176,3316.17,Moema,Sudeste,SP,Carla Nunes
V00306,2026-05-22,103,Limpeza,144,2877.8,Moema,Sudeste,SP,Carla Nunes
V00307,2026-05-05,103,Mercearia,34,595.43,Moema,Sudeste,SP,Carla Nunes
V00308,2026-05-01,103,Mercearia,120,1688.31,Moema,Sudeste,SP,Carla Nunes
V00309,2026-05-02,103,Padaria,172,2059.55,Moema,Sudeste,SP,Carla Nunes
V00310,2026-05-15,103,Padaria,35,423.82,Moema,Sudeste,SP,Carla Nunes
V00311,2026-05-03,104,Bebidas,100,4116.09,Tijuca,Sudeste,RJ,Diego Prado
V00312,2026-05-06,104,Bebidas,62,2314.32,Tijuca,Sudeste,RJ,Diego Prado
V00313,2026-05-02,104,Higiene,154,4099.66,Tijuca,Sudeste,RJ,Diego Prado
V00314,2026-05-13,104,Higiene,99,2585.84,Tijuca,Sudeste,RJ,Diego Prado
V00315,2026-05-15,104,Limpeza,115,2623.18,Tijuca,Sudeste,RJ,Diego Prado
V00316,2026-05-03,104,Limpeza,63,1162.48,Tijuca,Sudeste,RJ,Diego Prado
V00317,2026-05-14,104,Mercearia,91,1289.56,Tijuca,Sudeste,RJ,Diego Prado
V00318,2026-05-25,104,Mercearia,51,817.04,Tijuca,Sudeste,RJ,Diego Prado
V00319,2026-05-25,104,Padaria,73,929.76,Tijuca,Sudeste,RJ,Diego Prado
V00320,2026-05-14,104,Padaria,99,1400.89,Tijuca,Sudeste,RJ,Diego Prado
V00321,2026-05-16,105,Bebidas,42,1456.05,Boa Viagem,Nordeste,PE,Elisa Rocha
V00322,2026-05-15,105,Bebidas,70,2641.86,Boa Viagem,Nordeste,PE,Elisa Rocha
V00323,2026-05-24,105,Higiene,69,1658.09,Boa Viagem,Nordeste,PE,Elisa Rocha
V00324,2026-05-14,105,Higiene,141,3135.2,Boa Viagem,Nordeste,PE,Elisa Rocha
V00325,2026-05-25,105,Limpeza,83,1821.75,Boa Viagem,Nordeste,PE,Elisa Rocha
V00326,2026-05-02,105,Limpeza,123,2227.8,Boa Viagem,Nordeste,PE,Elisa Rocha
V00327,2026-05-02,105,Mercearia,138,1945.93,Boa Viagem,Nordeste,PE,Elisa Rocha
V00328,2026-05-03,105,Mercearia,85,1241.89,Boa Viagem,Nordeste,PE,Elisa Rocha
V00329,2026-05-09,105,Padaria,175,2205.88,Boa Viagem,Nordeste,PE,Elisa Rocha
V00330,2026-05-20,105,Padaria,105,1531.38,Boa Viagem,Nordeste,PE,Elisa Rocha
V00331,2026-05-23,106,Bebidas,31,1137.41,Meireles,Nordeste,CE,Fabio Lima
V00332,2026-05-10,106,Bebidas,101,4341.0,Meireles,Nordeste,CE,Fabio Lima
V00333,2026-05-20,106,Higiene,20,529.39,Meireles,Nordeste,CE,Fabio Lima
V00334,2026-05-08,106,Higiene,36,799.15,Meireles,Nordeste,CE,Fabio Lima
V00335,2026-05-15,106,Limpeza,47,952.88,Meireles,Nordeste,CE,Fabio Lima
V00336,2026-05-14,106,Limpeza,118,2577.03,Meireles,Nordeste,CE,Fabio Lima
V00337,2026-05-16,106,Mercearia,146,2098.15,Meireles,Nordeste,CE,Fabio Lima
V00338,2026-05-24,106,Mercearia,66,916.97,Meireles,Nordeste,CE,Fabio Lima
V00339,2026-05-25,106,Padaria,97,1372.82,Meireles,Nordeste,CE,Fabio Lima
V00340,2026-05-11,106,Padaria,58,780.87,Meireles,Nordeste,CE,Fabio Lima
V00341,2026-05-26,107,Bebidas,101,3896.32,Moinhos,Sul,RS,Gisele Kunz
V00342,2026-05-07,107,Bebidas,172,6011.51,Moinhos,Sul,RS,Gisele Kunz
V00343,2026-05-08,107,Higiene,120,3199.37,Moinhos,Sul,RS,Gisele Kunz
V00344,2026-05-02,107,Higiene,124,2783.36,Moinhos,Sul,RS,Gisele Kunz
V00345,2026-05-11,107,Limpeza,143,2954.26,Moinhos,Sul,RS,Gisele Kunz
V00346,2026-05-04,107,Limpeza,61,1389.99,Moinhos,Sul,RS,Gisele Kunz
V00347,2026-05-03,107,Mercearia,38,565.43,Moinhos,Sul,RS,Gisele Kunz
V00348,2026-05-16,107,Mercearia,73,1038.88,Moinhos,Sul,RS,Gisele Kunz
V00349,2026-05-05,107,Padaria,134,1617.94,Moinhos,Sul,RS,Gisele Kunz
V00350,2026-05-22,107,Padaria,126,1637.36,Moinhos,Sul,RS,Gisele Kunz
V00351,2026-06-28,101,Bebidas,80,3304.46,Asa Norte,Centro-Oeste,DF,Marina Alves
V00352,2026-06-10,101,Bebidas,51,2121.99,Asa Norte,Centro-Oeste,DF,Marina Alves
V00353,2026-06-09,101,Higiene,95,2257.32,Asa Norte,Centro-Oeste,DF,Marina Alves
V00354,2026-06-09,101,Higiene,115,2714.7,Asa Norte,Centro-Oeste,DF,Marina Alves
V00355,2026-06-06,101,Limpeza,70,1406.72,Asa Norte,Centro-Oeste,DF,Marina Alves
V00356,2026-06-10,101,Limpeza,82,1564.69,Asa Norte,Centro-Oeste,DF,Marina Alves
V00357,2026-06-03,101,Mercearia,168,2450.24,Asa Norte,Centro-Oeste,DF,Marina Alves
V00358,2026-06-08,101,Mercearia,121,1794.29,Asa Norte,Centro-Oeste,DF,Marina Alves
V00359,2026-06-21,101,Padaria,149,1967.42,Asa Norte,Centro-Oeste,DF,Marina Alves
V00360,2026-06-02,101,Padaria,45,612.48,Asa Norte,Centro-Oeste,DF,Marina Alves
V00361,2026-06-27,102,Bebidas,46,1575.16,Taguatinga,Centro-Oeste,DF,Bruno Sato
V00362,2026-06-12,102,Bebidas,79,3332.64,Taguatinga,Centro-Oeste,DF,Bruno Sato
V00363,2026-06-08,102,Higiene,30,822.63,Taguatinga,Centro-Oeste,DF,Bruno Sato
V00364,2026-06-20,102,Higiene,50,1117.93,Taguatinga,Centro-Oeste,DF,Bruno Sato
V00365,2026-06-03,102,Limpeza,169,3190.04,Taguatinga,Centro-Oeste,DF,Bruno Sato
V00366,2026-06-06,102,Limpeza,115,2352.96,Taguatinga,Centro-Oeste,DF,Bruno Sato
V00367,2026-06-25,102,Mercearia,134,2168.35,Taguatinga,Centro-Oeste,DF,Bruno Sato
V00368,2026-06-20,102,Mercearia,21,299.61,Taguatinga,Centro-Oeste,DF,Bruno Sato
V00369,2026-06-02,102,Padaria,178,2249.75,Taguatinga,Centro-Oeste,DF,Bruno Sato
V00370,2026-06-02,102,Padaria,114,1437.32,Taguatinga,Centro-Oeste,DF,Bruno Sato
V00371,2026-06-02,103,Bebidas,72,3146.31,Moema,Sudeste,SP,Carla Nunes
V00372,2026-06-07,103,Bebidas,173,7120.02,Moema,Sudeste,SP,Carla Nunes
V00373,2026-06-14,103,Higiene,22,595.44,Moema,Sudeste,SP,Carla Nunes
V00374,2026-06-10,103,Higiene,115,2666.16,Moema,Sudeste,SP,Carla Nunes
V00375,2026-06-26,103,Limpeza,39,737.96,Moema,Sudeste,SP,Carla Nunes
V00376,2026-06-03,103,Limpeza,146,3012.93,Moema,Sudeste,SP,Carla Nunes
V00377,2026-06-13,103,Mercearia,124,1767.04,Moema,Sudeste,SP,Carla Nunes
V00378,2026-06-18,103,Mercearia,160,2312.8,Moema,Sudeste,SP,Carla Nunes
V00379,2026-06-13,103,Padaria,43,585.22,Moema,Sudeste,SP,Carla Nunes
V00380,2026-06-10,103,Padaria,89,1141.99,Moema,Sudeste,SP,Carla Nunes
V00381,2026-06-02,104,Bebidas,98,3740.61,Tijuca,Sudeste,RJ,Diego Prado
V00382,2026-06-12,104,Bebidas,99,4086.79,Tijuca,Sudeste,RJ,Diego Prado
V00383,2026-06-28,104,Higiene,126,3099.69,Tijuca,Sudeste,RJ,Diego Prado
V00384,2026-06-13,104,Higiene,113,2937.71,Tijuca,Sudeste,RJ,Diego Prado
V00385,2026-06-01,104,Limpeza,123,2327.56,Tijuca,Sudeste,RJ,Diego Prado
V00386,2026-06-14,104,Limpeza,131,2933.83,Tijuca,Sudeste,RJ,Diego Prado
V00387,2026-06-13,104,Mercearia,49,833.9,Tijuca,Sudeste,RJ,Diego Prado
V00388,2026-06-15,104,Mercearia,167,2882.24,Tijuca,Sudeste,RJ,Diego Prado
V00389,2026-06-02,104,Padaria,61,728.09,Tijuca,Sudeste,RJ,Diego Prado
V00390,2026-06-26,104,Padaria,161,1928.13,Tijuca,Sudeste,RJ,Diego Prado
V00391,2026-06-20,105,Bebidas,121,4240.54,Boa Viagem,Nordeste,PE,Elisa Rocha
V00392,2026-06-06,105,Bebidas,114,4697.24,Boa Viagem,Nordeste,PE,Elisa Rocha
V00393,2026-06-06,105,Higiene,57,1378.33,Boa Viagem,Nordeste,PE,Elisa Rocha
V00394,2026-06-03,105,Higiene,153,3534.63,Boa Viagem,Nordeste,PE,Elisa Rocha
V00395,2026-06-25,105,Limpeza,47,931.5,Boa Viagem,Nordeste,PE,Elisa Rocha
V00396,2026-06-27,105,Limpeza,70,1358.74,Boa Viagem,Nordeste,PE,Elisa Rocha
V00397,2026-06-16,105,Mercearia,31,546.09,Boa Viagem,Nordeste,PE,Elisa Rocha
V00398,2026-06-21,105,Mercearia,100,1406.55,Boa Viagem,Nordeste,PE,Elisa Rocha
V00399,2026-06-23,105,Padaria,119,1403.74,Boa Viagem,Nordeste,PE,Elisa Rocha
V00400,2026-06-06,105,Padaria,178,2442.57,Boa Viagem,Nordeste,PE,Elisa Rocha
V00401,2026-06-20,106,Bebidas,76,3047.6,Meireles,Nordeste,CE,Fabio Lima
V00402,2026-06-06,106,Bebidas,70,2945.41,Meireles,Nordeste,CE,Fabio Lima
V00403,2026-06-13,106,Higiene,164,3835.32,Meireles,Nordeste,CE,Fabio Lima
V00404,2026-06-12,106,Higiene,152,3497.28,Meireles,Nordeste,CE,Fabio Lima
V00405,2026-06-24,106,Limpeza,51,951.33,Meireles,Nordeste,CE,Fabio Lima
V00406,2026-06-18,106,Limpeza,69,1249.9,Meireles,Nordeste,CE,Fabio Lima
V00407,2026-06-11,106,Mercearia,29,476.51,Meireles,Nordeste,CE,Fabio Lima
V00408,2026-06-15,106,Mercearia,50,768.04,Meireles,Nordeste,CE,Fabio Lima
V00409,2026-06-25,106,Padaria,160,2277.89,Meireles,Nordeste,CE,Fabio Lima
V00410,2026-06-10,106,Padaria,98,1332.5,Meireles,Nordeste,CE,Fabio Lima
V00411,2026-06-13,107,Bebidas,169,6179.99,Moinhos,Sul,RS,Gisele Kunz
V00412,2026-06-15,107,Bebidas,114,4382.67,Moinhos,Sul,RS,Gisele Kunz
V00413,2026-06-20,107,Higiene,65,1442.56,Moinhos,Sul,RS,Gisele Kunz
V00414,2026-06-15,107,Higiene,145,3610.47,Moinhos,Sul,RS,Gisele Kunz
V00415,2026-06-15,107,Limpeza,178,3878.69,Moinhos,Sul,RS,Gisele Kunz
V00416,2026-06-13,107,Limpeza,65,1426.25,Moinhos,Sul,RS,Gisele Kunz
V00417,2026-06-12,107,Mercearia,47,663.57,Moinhos,Sul,RS,Gisele Kunz
V00418,2026-06-26,107,Mercearia,130,1984.65,Moinhos,Sul,RS,Gisele Kunz
V00419,2026-06-22,107,Padaria,133,1746.81,Moinhos,Sul,RS,Gisele Kunz
V00420,2026-06-05,107,Padaria,30,349.5,Moinhos,Sul,RS,Gisele Kunz
